numero_controle_pncp;numero_contrato;ano_contrato;cnpj_orgao;nome_orgao;codigo_ibge;ni_fornecedor;nome_fornecedor;objeto;valor_global;data_assinatura;vigencia_inicio;vigencia_fim;data_publicacao;segmento;tipo_segmento;coletado_em
45138070000149-2-000852/2026;6091;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;19937975000179;EVANDRO APARECIDO BECARI;"Processo SEI nº 3546603.437.00001255/2026-76;
Contratação de serviços de locação de mesas e cadeiras para a realização do “Evento de Castração Animal”.";180.0;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:59:20;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000851/2026;6090;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;48305350000192;ALESSANDRO MANZATO FREIRI LTDA;"Kit diagnóstico neurológico de diapasão médico, 128 Hz prateado.
De acordo com processo SEI nº: 3546603.437.00001307/2026-12.";750.0;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:55:05;insumos_laboratoriais;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000850/2026;6078;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;07183781000146;ASSOCIACAO SDTC;Contratação de empresa especializada para prestar assessoria integral ao CMDCA para realização da etapa municipal da 13ª Conferência Nacional dos Direitos da Criança e do Adolescente, conforme Processo SEI n°3546603.437.00001295/2026-18.;5200.0;2026-08-07;2026-08-07;2026-08-07;2026-08-11T10:51:26;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000849/2026;6082;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;05677457000159;JOELTON LOPES VILASBOAS & CIA LTDA;"Processo SEI nº 3546603.437.00001273/2026-58;
Aquisição de medicamentos para o Núcleo de Assistência à Saúde - NAS.";54.9;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:47:04;medicamentos;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000848/2026;6081;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;07820902000113;DROGRASUL SANTA FE DO SUL LTDA;"Processo SEI nº 3546603.437.00001273/2026-58;
Aquisição de medicamentos para o Núcleo de Assistência à Saúde - NAS.";770.0;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:36:14;medicamentos;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000847/2026;6072;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;50727396000141;50.727.396 MARCIA ADRIANA DA SILVA VITTA;"Manutenção de Impressoras para a Central da Saúde,
Número do processo nº Sei: 3546603.437.00001222/2026-26";1850.0;2026-08-07;2026-08-07;2026-08-07;2026-08-11T10:32:05;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000845/2026;6088;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;05785513000179;MAURICIO GARCIA LOPES - ME;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação,
Número do processo nº Sei: 3546603.437.00001276/2026-91.";650.0;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:03:07;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000846/2026;6084;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;32447888000100;SUPERMERCADO PONTO CERTO DO ITAMAR LTDA;"Aquisição de bebidas não alcoólicas para inauguração da ESF Village, conforme Processo SEI n° 3546603.437.00001271/2026-69;";161.7;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:03:07;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000843/2026;6075;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;16612877000173;ADRIANA GANDIN GOMES MASSITELLI - ME;Aquisição de placas de identificação de túmulos, conforme o Processo SEI n° 3546603.437.00001323/2026-05.;3000.0;2026-08-07;2026-08-07;2026-08-07;2026-08-11T10:03:06;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000844/2026;6087;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;05785513000179;MAURICIO GARCIA LOPES - ME;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação,
Número do processo nº Sei: 3546603.437.00001276/2026-91.";90.0;2026-08-10;2026-08-10;2026-08-10;2026-08-11T10:03:06;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000842/2026;6073;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;26404731056817;ELETROZEMA S/A;Aquisição de Fogão 4BC Supreme BR Biv para atender às necessidades da Casa de Apoio de Barretos, vinculada à Secretaria Municipal de Assistência Social, conforme processo SEI n° 3546603.437.00001277/2026-36.;1442.09;2026-08-07;2026-08-07;2026-08-07;2026-08-11T10:03:05;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000841/2026;6020;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;59965038000141;EXPRESSO ITAMARATI S.A.;Em decorrência da necessidade de aquisição de passagens para os migrantes atendidos pela Casa de Passagem, se faz necessário devido os mesmos não terem onde ficar e não terem condições de compra dessas passagens. Processo nº 012.00000890/2026-11, Convênio Estadual. Processo SEI n° 3546603.437.00001325/2026-96;472.13;2026-08-06;2026-08-06;2026-08-06;2026-08-10T15:27:41;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000840/2026;6003;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;74384231000182;C.C. CALEJON DOS SANTOS;Material para manutenção de Relógio-Ponto do Ginásio De Esportes, conforme Processo SEI n° 3546603.437.00001258/2026-18.;485.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:52;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000837/2026;6005;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;32605472000164;L K V CASTELAN EVENTOS;"Aquisição de Adesivos com Impressão Digital para Atendimento às Atividades de Produção de Artesanatos Desenvolvidas pelo Fundo Social;
Processo SEI nº 3546603.437.00001080/2026-05.";6000.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:51;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000838/2026;5999;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;10655463000145;EVALDO JOSE MANTELATO;"Aquisição de bobina térmica 80mm registradora para a Balança Rodoviária Eletrônica, conforme Processo SEI nº 3546603.437.00001299/2026-04;";480.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:51;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000839/2026;6001;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;50727396000141;50.727.396 MARCIA ADRIANA DA SILVA VITTA;"Manutenção de impressora do Almoxarifado da Saúde, 
Número do processo nº Sei: 3546603.437.00001293/2026-29.";330.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:51;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000835/2026;5997;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;51900436000178;51.900.436 TEREZINHA GOMES DA SILVA;Aquisição de aparelho de pressão arterial digital de braço para a Central da Saúde, conforme Processo SEI n° 3546603.437.00001289/2026-61;1650.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:50;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000836/2026;5998;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;31660176000101;RAVAZZI EQUIPAMENTOS ODONTOLÓGICOS LTDA;"Aquisição de Compressor Chiaperini Isento De Óleo 50 L 10 Bpo para o ESF 13 de Maio, conforme Processo SEI n° 3546603.437.00001286/2026-27;";3800.0;2026-08-06;2026-08-06;2026-08-06;2026-08-07T08:25:50;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000834/2026;5954;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;07820902000113;DROGRASUL SANTA FE DO SUL LTDA;"Aquisição de remédios para o Núcleo de Assistência à Saúde – NAS - Decreto Municipal 2798/2010, conforme Processo SEI n° 3546603.437.00001247/2026-20;";123.0;2026-08-04;2026-08-04;2026-08-04;2026-08-06T09:10:53;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000833/2026;5955;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;12399583000154;F. DE ASSIS FONTINELE & CIA. LTDA;"Aquisição de remédios para o Núcleo de Assistência à Saúde – NAS - Decreto Municipal 2798/2010, conforme Processo SEI n° 3546603.437.00001247/2026-20;";516.0;2026-08-04;2026-08-04;2026-08-04;2026-08-06T09:10:14;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000832/2026;5952;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;05677457000159;JOELTON LOPES VILASBOAS & CIA LTDA;"Aquisição de remédios para o Núcleo de Assistência à Saúde – NAS - Decreto Municipal 2798/2010, conforme Processo SEI n° 3546603.437.00001247/2026-20;";676.5;2026-08-04;2026-08-04;2026-08-04;2026-08-06T09:09:10;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000831/2026;5969;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;61198164000160;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;"Contratação de empresa especializada em seguro predial para o Almoxarifado Geral, conforme Processo SEI n° 3546603.437.00000997/2026-84;";2187.58;2026-08-05;2026-08-05;2026-08-05;2026-08-06T08:44:04;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000830/2026;5956;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;56097095000168;WANDERLEYA P G CELES & CIA LTDA;"Aquisição de lentes simples e armação de óculos para J L de F; 
aquisição de lentes multifocais e armação de óculos para I A do N;
de acordo com processo SEI nº 3546603.437.00001304/2026-71.";310.0;2026-08-05;2026-08-05;2026-08-05;2026-08-06T08:09:52;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000829/2026;5953;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;21318056000169;ANGELA CRISTINA FRACAROLLI - ME;Aquisição de materiais destinados à realização de limpeza intensiva das dependências do Fundo Social, conforme Processo SEI n° 3546603.437.00001272/2026-11.;475.0;2026-08-04;2026-08-04;2026-08-04;2026-08-06T07:46:33;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000828/2026;5947;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;65200182000190;65.200.182 ELVIS DE OLIVEIRA FREITAS;Contratação de Serviço De Chaveiro para o Paço Municipal, utilizada pela Secretaria de Administração, conforme Processo SEI n° 3546603.437.00001284/2026-38.;169.0;2026-08-03;2026-08-03;2026-08-03;2026-08-05T16:35:16;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000827/2026;5946;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;67110706000187;ELSON CESAR CASTELAN LTDA;"Processo SEI nº 3546603.437.00001159/2026-28;
Serviço de troca de lona de toldo - 10,00x2,50 metros, para EMEI Profª Rozalia Alves Garcia.";4490.0;2026-08-03;2026-08-03;2026-08-03;2026-08-05T16:09:28;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000826/2026;5835;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;35727093000135;CLEBER FABRICIO ARAUJO;"Solicitação para aquisição de filtro para o bebedouro da Central da Saúde,
Número do processo nº Sei: 3546603.437.00001233/2026-14";280.0;2026-07-27;2026-07-29;2026-07-29;2026-07-31T10:10:15;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000825/2026;5888;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;04056452000146;J.L. CHIAPARINI LTDA;"Aquisição de materiais diversos de manutenção pela Secretaria de Cultura e Turismo para atender às demandas de manutenção, reparos e adequações em espaços culturais, conforme Processo SEI n° 3546603.437.00001114/2026-53;";6163.0;2026-07-30;2026-07-30;2026-07-30;2026-07-31T09:18:49;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000824/2026;5839;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;65200182000190;65.200.182 ELVIS DE OLIVEIRA FREITAS;Contratação de serviço de chaveiro, conforme Processo SEI n° 3546603.437.00001265/2026-10;150.0;2026-07-28;2026-07-28;2026-07-28;2026-07-30T16:44:48;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000823/2026;5631;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;10655463000145;EVALDO JOSE MANTELATO;Aquisição de Etiqueta Adesiva Couche 100X50X1 VIA impressora para o setor de protocolo, conforme Processo SEI n° 3546603.437.00001262/2026-78;718.0;2026-07-28;2026-07-28;2026-07-28;2026-07-30T09:39:38;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000822/2026;5625;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;04056452000146;J.L. CHIAPARINI LTDA;"Processo SEI nº 3546603.437.00001248/2026-74;
Aquisição de equipamentos, materiais e ferramentas para manutenção e execução de serviços públicos";7659.0;2026-07-27;2026-07-27;2026-07-27;2026-07-30T09:39:37;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000821/2026;5632;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;59965038000141;EXPRESSO ITAMARATI S.A.;Em decorrência da necessidade de aquisição de passagens para os migrantes atendidos pela Casa de Passagem, se faz necessário devido os mesmos não terem onde ficar e não terem condições de compra dessas passagens. Processo nº 012.00000890/2026-11, Convênio Estadual. Processo SEI n° 3546603.437.00001245/2026-31;551.41;2026-07-28;2026-07-28;2026-07-28;2026-07-30T09:33:24;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000820/2026;5629;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;18146873000172;MARCOS JOSE MORI - CALCADOS - ME;A aquisição de material de consumo (calçados) é essencial para atender às necessidades das crianças e adolescentes acolhidos pelo Serviço de Acolhimento Institucional Casa Lar I. Serviço de Acolhimento para crianças, adolescentes e Jovens - PAC I - CONVÊNIO FEDERAL. Processo SEI n° 3546603.437.00001065/2026-59;9553.0;2026-07-28;2026-07-28;2026-07-28;2026-07-30T09:31:32;calcados;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000819/2026;5628;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;05677457000159;JOELTON LOPES VILASBOAS & CIA LTDA;Aquisição de medicamentos para o Núcleo de Assistência à Saúde – NAS, Decreto Municipal n°2798/2010- conforme Processo SEI n° 3546603.437.00001237/2026-94.;105.0;2026-07-28;2026-07-28;2026-07-28;2026-07-30T09:13:49;medicamentos;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000818/2026;5627;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;07820902000113;DROGRASUL SANTA FE DO SUL LTDA;Aquisição de medicamentos para o Núcleo de Assistência à Saúde – NAS, Decreto Municipal n°2798/2010- conforme Processo SEI n° 3546603.437.00001237/2026-94.;798.0;2026-07-28;2026-07-28;2026-07-28;2026-07-30T09:06:14;medicamentos;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000817/2026;5624;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;53332911000182;53.332.911 ECLESVAM VERONEZI DA COSTA;Contratação de serviços de manutenção de porta de vidro do banheiro de acessibilidade e telhado do Parque das Águas Claras com material, ferramentas e mão de obra incluso, conforme Processo SEI n°3546603.437.00001238/2026-39.;8200.0;2026-07-27;2026-07-27;2026-07-27;2026-07-29T11:27:53;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000816/2026;5613;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;04056452000146;J.L. CHIAPARINI LTDA;Aquisição de materiais para montagem e instalação de playground, conforme Processo SEI n° 3546603.437.00001218/2026-68.;729.4;2026-07-27;2026-07-27;2026-07-27;2026-07-28T08:50:53;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000815/2026;72;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;31633913000179;HELP MED - HOME CARE LTDA;Contratação direta de empresa especializada para a prestação de serviços de apoio a cuidador, em regime de dedicação ininterrupta de 24 horas, destinados ao Serviço de Acolhimento Institucional – Casa Lar, conforme o Processo SEI n° 3546603.437.00001227/2026-59, pelo período de 03 (três) meses.;63201.6;2026-07-24;2026-07-24;2026-10-23;2026-07-27T16:20:49;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000813/2026;5615;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;21816953000100;21.816.953 IVONE APARECIDA CEZANE;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";1430.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T15:51:19;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000814/2026;5616;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;21816953000100;21.816.953 IVONE APARECIDA CEZANE;"Contratação dos serviços de manutenção de lavadoras, tanquinho e geladeira para a Educação, 
Número do processo nº Sei: 3546603.437.00001206/2026-33.";1150.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T15:51:19;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000812/2026;5619;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;38090819000160;ALISSINDRO RODRIGUES 10454156855;Contratação de serviços de mão de obras de reforma de placas viárias, conforme Processo SEI n° 3546603.437.00001250/2026-43;5880.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T15:34:12;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000810/2026;5611;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";350.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T15:33:10;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000811/2026;5612;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;27197345000133;DAIANE CRISTINA MEIRA ZEGOBIA BARBOSA LTDA;"Contratação dos serviços de manutenção das impressoras para a Rede Municipal De Educação, 
Número do processo nº Sei: 3546603.437.00001208/2026-22.";690.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T15:33:10;informatica;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000809/2026;5602;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;19937975000179;EVANDRO APARECIDO BECARI;"Processo SEI nº 3546603.437.00001236/2026-40;
Contratação de serviços de locação de mesas e cadeiras para à realização do projeto ""Tô de Férias""";120.0;2026-07-24;2026-07-24;2026-07-24;2026-07-27T13:34:43;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000808/2026;5607;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;"Processo SEI nº 3546603.437.00001261/2026-23;
Contratação de empresa especializada para prestação de serviços de substituição da bobina do motor do portão eletrônico da E.M. José Carlos Arantes, com fornecimento de materiais.";250.0;2026-07-27;2026-07-27;2026-07-27;2026-07-27T13:15:19;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000807/2026;5554;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;"Contratação dos serviços de passagem de cabo e instalação de porteiro residencial para a EMEI Profª Dirce Pedrassa Contieiro, EMEI Profº Antonio César Whitaker e EM Profª Marina de Oliveira, conforme Processo SEI n° 3546603.437.00001243/2026-41;";630.0;2026-07-22;2026-07-23;2026-07-23;2026-07-27T09:04:35;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000806/2026;5553;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;23941336000154;HAIP - LOCACAO E VENDA DE EQUIPAMENTOS DE TECNOLOGIA LTDA;"Contratação dos serviços de passagem de cabo e instalação de porteiro residencial para a EMEI Profª Dirce Pedrassa Contieiro, EMEI Profº Antonio César Whitaker e EM Profª Marina de Oliveira, conforme Processo SEI n° 3546603.437.00001243/2026-41;";680.0;2026-07-22;2026-07-23;2026-07-23;2026-07-27T09:04:34;nao_classificado;indefinido;2026-08-24T12:16:32+00:00
45138070000149-2-000804/2026;5595;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;67110706000187;ELSON CESAR CASTELAN LTDA;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";29065.9;2026-07-24;2026-07-24;2026-07-24;2026-07-27T08:41:08;textil_uniforme;produto;2026-08-24T12:16:32+00:00
45138070000149-2-000805/2026;5594;2026;45138070000149;MUNICIPIO DE SANTA FE DO SUL;3546603;67110706000187;ELSON CESAR CASTELAN LTDA;"Contratação dos Serviços de Confecção de Toldo, Instalação de Toldo, Manutenção e Troca de Lona para E.M Cirley Volpe Lopes, EMEI Professora Lourdes Patrício Fernandes e E.M Jose Carlos Arantes, conforme Processo SEI n° 3546603.437.00001090/2026-32;";15780.0;2026-07-24;2026-07-24;2026-07-24;2026-07-27T08:41:08;textil_uniforme;produto;2026-08-24T12:16:32+00:00
